Acc_selectNodeWithHighestDegree2_MAT,Acc_selectAllNeigbhorsOf1Node_MAT,Acc_selectMoreInterconnectedCluster2Clusters_MAT
0.7,0.7,0.9
0.8,0.95,0.7
0.9,1.0,0.8
0.6,0.8194444444444444,0.9
0.8,0.9194444444444443,0.9
0.5,0.9800000000000001,0.7
0.8,0.7833333333333333,0.9
0.9,0.9633333333333333,0.8
0.7,0.7944444444444445,0.9
0.4,0.5211111111111111,0.7
