Acc_selectNodeWithHighestDegree2_NL,Acc_selectAllNeigbhorsOf1Node_NL,Acc_selectMoreInterconnectedCluster2Clusters_NL
1.0,0.9,0.9
1.0,0.9,0.9
1.0,0.968888888888889,0.7
1.0,0.9222222222222222,0.9
1.0,0.9277777777777778,0.9
1.0,0.9277777777777778,0.9
1.0,0.9111111111111111,0.8
1.0,0.95,0.4
1.0,0.888888888888889,0.9
0.0,0.0,0.0
1.0,0.888888888888889,0.9
