Acc_selectNodeWithHighestDegree2_NL,Acc_selectAllNeigbhorsOf1Node_NL,Acc_selectMoreInterconnectedCluster2Clusters_NL
1.0,0.9555555555555555,0.8
0.6,0.9111111111111111,0.5
1.0,0.7805555555555556,0.6
0.9,0.8222222222222223,0.7
0.6,0.3527777777777778,0.6
0.9,0.0,0.8
1.0,0.8694444444444445,0.8
1.0,0.825,0.9
1.0,0.9416666666666667,0.9
1.0,0.9555555555555555,0.9
