Acc_selectNodeWithHighestDegree2_MAT,Acc_selectAllNeigbhorsOf1Node_MAT,Acc_selectMoreInterconnectedCluster2Clusters_MAT
0.7,0.6716666666666666,0.8
0.7,0.888888888888889,0.9
0.8,0.7722222222222223,0.8
0.8,0.825,0.8
0.7,0.9222222222222222,0.7
0.4,0.5111111111111111,0.8
0.9,0.9777777777777779,0.9
0.5,0.25055555555555553,0.9
0.7,0.8805555555555558,0.8
