Acc_selectAllNeigbhorsOf1Node_NL,Acc_selectNodeWithHighestDegree2_NL,Acc_selectMoreInterconnectedCluster2Clusters_NL
0.7972222222222222,1.0,0.9
0.9083333333333332,1.0,0.9
0.9444444444444443,1.0,0.9
0.763888888888889,0.8,0.5
0.7833333333333333,1.0,0.9
0.961111111111111,1.0,0.9
0.6333333333333333,0.8,0.8
0.8388888888888889,1.0,0.9
0.9638888888888889,1.0,0.9
0.9333333333333332,1.0,0.9
0.9133333333333333,1.0,0.9
0.6611111111111111,1.0,0.5
