Acc_selectAllNeigbhorsOf1Node_MAT,Acc_selectNodeWithHighestDegree2_MAT,Acc_selectMoreInterconnectedCluster2Clusters_MAT
0.8244444444444443,0.7,0.9
0.6972222222222222,0.6,0.8
0.5333333333333334,1.0,0.9
0.925,0.9,0.8
0.9777777777777779,0.9,0.9
0.8222222222222222,0.9,0.9
0.6877777777777778,0.8,0.8
0.9083333333333332,0.9,0.9
0.42666666666666664,0.8,0.7
0.6866666666666666,0.6,0.8
