Acc_selectNodeWithHighestDegree2_NL,Acc_selectMoreInterconnectedCluster2Clusters_NL,Acc_selectAllNeigbhorsOf1Node_NL
1.0,1.0,0.8166666666666668
1.0,1.0,0.8277777777777778
1.0,0.8,0.788888888888889
1.0,1.0,0.4722222222222222
1.0,1.0,0.8222222222222222
1.0,0.7,0.6444444444444446
0.9,1.0,0.6305555555555556
1.0,1.0,0.8722222222222221
1.0,1.0,0.861111111111111
1.0,0.9,0.8
1.0,1.0,0.6888888888888889
1.0,0.9,0.8333333333333333
1.0,1.0,0.8777777777777779
1.0,0.8,0.8
0.9,1.0,0.8
