Acc_selectNodeWithHighestDegree2_MAT,Acc_selectMoreInterconnectedCluster2Clusters_MAT,Acc_selectAllNeigbhorsOf1Node_MAT
0.2,0.8,0.041666666666666664
0.8,1.0,0.7133333333333334
0.6,0.9,0.8222222222222222
0.8,0.9,0.9
0.9,1.0,0.8666666666666666
0.8,1.0,0.7944444444444445
0.6,0.9,0.7138888888888889
0.6,0.9,0.6711111111111111
0.7,0.7,0.5994444444444446
0.8,1.0,0.6966666666666668
0.4,1.0,0.08333333333333333
1.0,1.0,0.868888888888889
