Acc_selectMoreInterconnectedCluster2Clusters_NL,Acc_selectNodeWithHighestDegree2_NL,Acc_selectAllNeigbhorsOf1Node_NL
0.5,0.0,0.0
1.0,1.0,0.7555555555555555
1.0,1.0,0.9
1.0,1.0,0.8305555555555555
0.9,1.0,0.7111111111111111
0.8,0.8,0.6055555555555555
1.0,1.0,0.8666666666666666
0.9,1.0,0.8138888888888889
0.7,0.0,0.7666666666666666
0.7,1.0,0.8388888888888889
0.9,1.0,0.8300000000000001
0.9,1.0,0.861111111111111
